"text","chapter","chapter-title"
"Knowing the lower bound for a problem does not give you a good algorithm.","chapter-3","Algorithm Analysis"
"But it does help you to know when to stop looking. If the lower bound for the","chapter-3","Algorithm Analysis"
"problem matches the upper bound for the algorithm (within a constant factor), then","chapter-3","Algorithm Analysis"
"we know that we can find an algorithm that is better only by a constant factor.","chapter-3","Algorithm Analysis"
"3.7 Common Misunderstandings","chapter-3","Algorithm Analysis"
"Asymptotic analysis is one of the most intellectually difficult topics that undergrad-","chapter-3","Algorithm Analysis"
"uate computer science majors are confronted with. Most people find growth rates","chapter-3","Algorithm Analysis"
"and asymptotic analysis confusing and so develop misconceptions about either the","chapter-3","Algorithm Analysis"
"concepts or the terminology. It helps to know what the standard points of confusion","chapter-3","Algorithm Analysis"
"are, in hopes of avoiding them.","chapter-3","Algorithm Analysis"
"One problem with differentiating the concepts of upper and lower bounds is","chapter-3","Algorithm Analysis"
"that, for most algorithms that you will encounter, it is easy to recognize the true","chapter-3","Algorithm Analysis"
"growth rate for that algorithm. Given complete knowledge about a cost function,","chapter-3","Algorithm Analysis"
"the upper and lower bound for that cost function are always the same. Thus, the","chapter-3","Algorithm Analysis"
"distinction between an upper and a lower bound is only worthwhile when you have","chapter-3","Algorithm Analysis"
"incomplete knowledge about the thing being measured. If this distinction is still not","chapter-3","Algorithm Analysis"
"clear, reread Section 3.6. We use Θ-notation to indicate that there is no meaningful","chapter-3","Algorithm Analysis"
"difference between what we know about the growth rates of the upper and lower","chapter-3","Algorithm Analysis"
"bound (which is usually the case for simple algorithms).","chapter-3","Algorithm Analysis"
"It is a common mistake to confuse the concepts of upper bound or lower bound","chapter-3","Algorithm Analysis"
"on the one hand, and worst case or best case on the other. The best, worst, or","chapter-3","Algorithm Analysis"
"average cases each give us a concrete input instance (or concrete set of instances)","chapter-3","Algorithm Analysis"
"that we can apply to an algorithm description to get a cost measure. The upper and","chapter-3","Algorithm Analysis"
"lower bounds describe our understanding of the growth rate for that cost measure.","chapter-3","Algorithm Analysis"
"So to define the growth rate for an algorithm or problem, we need to determine","chapter-3","Algorithm Analysis"
"what we are measuring (the best, worst, or average case) and also our description","chapter-3","Algorithm Analysis"
"for what we know about the growth rate of that cost measure (big-Oh, Ω, or Θ).","chapter-3","Algorithm Analysis"
"The upper bound for an algorithm is not the same as the worst case for that","chapter-3","Algorithm Analysis"
"algorithm for a given input of size n. What is being bounded is not the actual cost","chapter-3","Algorithm Analysis"
"(which you can determine for a given value of n), but rather the growth rate for the","chapter-3","Algorithm Analysis"
"2While it is fortunate to know the truth, it is unfortunate that sorting is Θ(n log n) rather than","chapter-3","Algorithm Analysis"
"Θ(n)!","chapter-3","Algorithm Analysis"
"76 Chap. 3 Algorithm Analysis","chapter-3","Algorithm Analysis"
"cost. There cannot be a growth rate for a single point, such as a particular value","chapter-3","Algorithm Analysis"
"of n. The growth rate applies to the change in cost as a change in input size occurs.","chapter-3","Algorithm Analysis"
"Likewise, the lower bound is not the same as the best case for a given size n.","chapter-3","Algorithm Analysis"
"Another common misconception is thinking that the best case for an algorithm","chapter-3","Algorithm Analysis"
"occurs when the input size is as small as possible, or that the worst case occurs","chapter-3","Algorithm Analysis"
"when the input size is as large as possible. What is correct is that best- and worse-","chapter-3","Algorithm Analysis"
"case instances exist for each possible size of input. That is, for all inputs of a given","chapter-3","Algorithm Analysis"
"size, say i, one (or more) of the inputs of size i is the best and one (or more) of the","chapter-3","Algorithm Analysis"
"inputs of size i is the worst. Often (but not always!), we can characterize the best","chapter-3","Algorithm Analysis"
"input case for an arbitrary size, and we can characterize the worst input case for an","chapter-3","Algorithm Analysis"
"arbitrary size. Ideally, we can determine the growth rate for the characterized best,","chapter-3","Algorithm Analysis"
"worst, and average cases as the input size grows.","chapter-3","Algorithm Analysis"
"Example 3.14 What is the growth rate of the best case for sequential","chapter-3","Algorithm Analysis"
"search? For any array of size n, the best case occurs when the value we","chapter-3","Algorithm Analysis"
"are looking for appears in the first position of the array. This is true regard-","chapter-3","Algorithm Analysis"
"less of the size of the array. Thus, the best case (for arbitrary size n) occurs","chapter-3","Algorithm Analysis"
"when the desired value is in the first of n positions, and its cost is 1. It is","chapter-3","Algorithm Analysis"
"not correct to say that the best case occurs when n = 1.","chapter-3","Algorithm Analysis"
"Example 3.15 Imagine drawing a graph to show the cost of finding the","chapter-3","Algorithm Analysis"
"maximum value among n values, as n grows. That is, the x axis would","chapter-3","Algorithm Analysis"
"be n, and the y value would be the cost. Of course, this is a diagonal line","chapter-3","Algorithm Analysis"
"going up to the right, as n increases (you might want to sketch this graph","chapter-3","Algorithm Analysis"
"for yourself before reading further).","chapter-3","Algorithm Analysis"
"Now, imagine the graph showing the cost for each instance of the prob-","chapter-3","Algorithm Analysis"
"lem of finding the maximum value among (say) 20 elements in an array.","chapter-3","Algorithm Analysis"
"The first position along the x axis of the graph might correspond to having","chapter-3","Algorithm Analysis"
"the maximum element in the first position of the array. The second position","chapter-3","Algorithm Analysis"
"along the x axis of the graph might correspond to having the maximum el-","chapter-3","Algorithm Analysis"
"ement in the second position of the array, and so on. Of course, the cost is","chapter-3","Algorithm Analysis"
"always 20. Therefore, the graph would be a horizontal line with value 20.","chapter-3","Algorithm Analysis"
"You should sketch this graph for yourself.","chapter-3","Algorithm Analysis"
"Now, let us switch to the problem of doing a sequential search for a","chapter-3","Algorithm Analysis"
"given value in an array. Think about the graph showing all the problem","chapter-3","Algorithm Analysis"
"instances of size 20. The first problem instance might be when the value","chapter-3","Algorithm Analysis"
"we search for is in the first position of the array. This has cost 1. The second","chapter-3","Algorithm Analysis"
"problem instance might be when the value we search for is in the second","chapter-3","Algorithm Analysis"
"position of the array. This has cost 2. And so on. If we arrange the problem","chapter-3","Algorithm Analysis"
"instances of size 20 from least expensive on the left to most expensive on","chapter-3","Algorithm Analysis"
"Sec. 3.8 Multiple Parameters 77","chapter-3","Algorithm Analysis"
"the right, we see that the graph forms a diagonal line from lower left (with","chapter-3","Algorithm Analysis"
"value 0) to upper right (with value 20). Sketch this graph for yourself.","chapter-3","Algorithm Analysis"
"Finally, let us consider the cost for performing sequential search as the","chapter-3","Algorithm Analysis"
"size of the array n gets bigger. What will this graph look like? Unfortu-","chapter-3","Algorithm Analysis"
"nately, there’s not one simple answer, as there was for finding the maximum","chapter-3","Algorithm Analysis"
"value. The shape of this graph depends on whether we are considering the","chapter-3","Algorithm Analysis"
"best case cost (that would be a horizontal line with value 1), the worst case","chapter-3","Algorithm Analysis"
"cost (that would be a diagonal line with value i at position i along the x","chapter-3","Algorithm Analysis"
"axis), or the average cost (that would be a a diagonal line with value i/2 at","chapter-3","Algorithm Analysis"
"position i along the x axis). This is why we must always say that function","chapter-3","Algorithm Analysis"
"f(n) is in O(g(n)) in the best, average, or worst case! If we leave off which","chapter-3","Algorithm Analysis"
"class of inputs we are discussing, we cannot know which cost measure we","chapter-3","Algorithm Analysis"
"are referring to for most algorithms.","chapter-3","Algorithm Analysis"
"3.8 Multiple Parameters","chapter-3","Algorithm Analysis"
"Sometimes the proper analysis for an algorithm requires multiple parameters to de-","chapter-3","Algorithm Analysis"
"scribe the cost. To illustrate the concept, consider an algorithm to compute the rank","chapter-3","Algorithm Analysis"
"ordering for counts of all pixel values in a picture. Pictures are often represented by","chapter-3","Algorithm Analysis"
"a two-dimensional array, and a pixel is one cell in the array. The value of a pixel is","chapter-3","Algorithm Analysis"
"either the code value for the color, or a value for the intensity of the picture at that","chapter-3","Algorithm Analysis"
"pixel. Assume that each pixel can take any integer value in the range 0 to C − 1.","chapter-3","Algorithm Analysis"
"The problem is to find the number of pixels of each color value and then sort the","chapter-3","Algorithm Analysis"
"color values with respect to the number of times each value appears in the picture.","chapter-3","Algorithm Analysis"
"Assume that the picture is a rectangle with P pixels. A pseudocode algorithm to","chapter-3","Algorithm Analysis"
"solve the problem follows.","chapter-3","Algorithm Analysis"
"for (i=0; i<C; i++) // Initialize count","chapter-3","Algorithm Analysis"
"count[i] = 0;","chapter-3","Algorithm Analysis"
"for (i=0; i<P; i++) // Look at all of the pixels","chapter-3","Algorithm Analysis"
"count[value(i)]++; // Increment a pixel value count","chapter-3","Algorithm Analysis"
"sort(count); // Sort pixel value counts","chapter-3","Algorithm Analysis"
"In this example, count is an array of size C that stores the number of pixels for","chapter-3","Algorithm Analysis"
"each color value. Function value(i) returns the color value for pixel i.","chapter-3","Algorithm Analysis"
"The time for the first for loop (which initializes count) is based on the num-","chapter-3","Algorithm Analysis"
"ber of colors, C. The time for the second loop (which determines the number of","chapter-3","Algorithm Analysis"
"pixels with each color) is Θ(P). The time for the final line, the call to sort, de-","chapter-3","Algorithm Analysis"
"pends on the cost of the sorting algorithm used. From the discussion of Section 3.6,","chapter-3","Algorithm Analysis"
"we can assume that the sorting algorithm has cost Θ(P log P) if P items are sorted,","chapter-3","Algorithm Analysis"
